id,course_stage,type,start_date,finished,score
3224,seamanship_command_substage,Seamanship,5/7/2020,1.00,82
3249,seamanship_command_substage,Machinery,5/7/2020,1.00,90
3395,seamanship_command_substage,Seamanship,5/7/2020,1.00,89
3224,fundamental_stage,Seamanship,11/8/2020,1.00,85
3249,fundamental_stage,Machinery,11/8/2020,1.00,80
3395,fundamental_stage,Seamanship,11/8/2020,1.00,78
288,seamanship_command_substage,Seamanship,11/12/2020,1.00,87
300,seamanship_command_substage,Seamanship,11/12/2020,1.00,86
310,seamanship_command_substage,Machinery,11/12/2020,1.00,88
369,seamanship_command_substage,Seamanship,11/12/2020,1.00,86
415,seamanship_command_substage,Seamanship,11/12/2020,1.00,85
484,seamanship_command_substage,Seamanship,11/12/2020,1.00,85
499,seamanship_command_substage,Seamanship,11/12/2020,1.00,82
513,seamanship_command_substage,Machinery,11/12/2020,1.00,92
532,seamanship_command_substage,Seamanship,11/12/2020,1.00,88
744,seamanship_command_substage,Seamanship,11/12/2020,1.00,81
756,seamanship_command_substage,Seamanship,11/12/2020,1.00,87
3221,seamanship_command_substage,Seamanship,11/12/2020,1.00,79
3264,seamanship_command_substage,Electronics,11/12/2020,1.00,89
3319,seamanship_command_substage,Seamanship,11/12/2020,1.00,84
3338,seamanship_command_substage,Seamanship,11/12/2020,1.00,80
3346,seamanship_command_substage,Seamanship,11/12/2020,1.00,84
3372,seamanship_command_substage,Seamanship,11/12/2020,1.00,88
3495,seamanship_command_substage,Seamanship,11/12/2020,1.00,92
3578,seamanship_command_substage,Machinery,11/12/2020,1.00,91
288,fundamental_stage,Seamanship,5/2/2021,1.00,85
300,fundamental_stage,Seamanship,5/2/2021,1.00,85
310,fundamental_stage,Machinery,5/2/2021,1.00,95
369,fundamental_stage,Seamanship,5/2/2021,1.00,82
415,fundamental_stage,Seamanship,5/2/2021,1.00,80
484,fundamental_stage,Seamanship,5/2/2021,1.00,85
499,fundamental_stage,Seamanship,5/2/2021,1.00,71
513,fundamental_stage,Machinery,5/2/2021,1.00,87
532,fundamental_stage,Seamanship,5/2/2021,1.00,83
744,fundamental_stage,Seamanship,5/2/2021,1.00,79
756,fundamental_stage,Seamanship,5/2/2021,1.00,82
3221,fundamental_stage,Seamanship,5/2/2021,1.00,85
3264,fundamental_stage,Electronics,5/2/2021,1.00,85
3319,fundamental_stage,Seamanship,5/2/2021,1.00,84
3338,fundamental_stage,Seamanship,5/2/2021,1.00,76
3346,fundamental_stage,Seamanship,5/2/2021,1.00,78
3372,fundamental_stage,Seamanship,5/2/2021,1.00,85
3495,fundamental_stage,Seamanship,5/2/2021,1.00,87
3578,fundamental_stage,Machinery,5/2/2021,1.00,79
172,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
218,seamanship_command_substage,Machinery,5/6/2021,1.00,70
289,seamanship_command_substage,Electronics,5/6/2021,0.00,0
299,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
323,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
340,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
394,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
500,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
529,seamanship_command_substage,Electronics,5/6/2021,1.00,70
555,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
668,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
701,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
730,seamanship_command_substage,Machinery,5/6/2021,1.00,70
782,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
876,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
1283,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3222,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3247,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3269,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3287,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3382,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3466,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3518,seamanship_command_substage,Machinery,5/6/2021,1.00,70
3521,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3546,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3610,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3685,seamanship_command_substage,Electronics,5/6/2021,1.00,70
3695,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3730,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3778,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3788,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3801,seamanship_command_substage,Electronics,5/6/2021,1.00,70
3819,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3835,seamanship_command_substage,Machinery,5/6/2021,1.00,70
3898,seamanship_command_substage,Electronics,5/6/2021,1.00,70
140,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
175,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
285,seamanship_command_substage,Machinery,5/6/2021,0.00,0
313,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
330,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
403,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
476,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
497,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
528,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
550,seamanship_command_substage,Machinery,5/6/2021,0.00,0
623,seamanship_command_substage,Electronics,5/6/2021,1.00,70
649,seamanship_command_substage,Electronics,5/6/2021,1.00,70
657,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
660,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
696,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
813,seamanship_command_substage,Machinery,5/6/2021,1.00,70
823,seamanship_command_substage,Electronics,5/6/2021,1.00,70
832,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
850,seamanship_command_substage,Machinery,5/6/2021,0.00,0
966,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
972,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
989,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
1170,seamanship_command_substage,Electronics,5/6/2021,0.00,0
1172,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
1183,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
1215,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
1238,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
1288,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
1298,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
1323,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3234,seamanship_command_substage,Electronics,5/6/2021,0.00,0
3246,seamanship_command_substage,Machinery,5/6/2021,1.00,70
3265,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3307,seamanship_command_substage,Machinery,5/6/2021,0.00,0
3308,seamanship_command_substage,Machinery,5/6/2021,0.00,0
3340,seamanship_command_substage,Electronics,5/6/2021,1.00,70
3390,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3490,seamanship_command_substage,Machinery,5/6/2021,1.00,70
3493,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3496,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3617,seamanship_command_substage,Machinery,5/6/2021,1.00,70
3633,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3675,seamanship_command_substage,Electronics,5/6/2021,0.00,0
3711,seamanship_command_substage,Electronics,5/6/2021,0.00,0
3725,seamanship_command_substage,Seamanship,5/6/2021,1.00,70
3727,seamanship_command_substage,Machinery,5/6/2021,1.00,70
3734,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3742,seamanship_command_substage,Machinery,5/6/2021,0.00,0
3789,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3803,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3816,seamanship_command_substage,Electronics,5/6/2021,1.00,70
3824,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3836,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3847,seamanship_command_substage,Electronics,5/6/2021,0.00,0
3878,seamanship_command_substage,Seamanship,5/6/2021,0.00,0
3879,seamanship_command_substage,Electronics,5/6/2021,0.00,0
172,fundamental_stage,Seamanship,11/1/2021,1.00,85
218,fundamental_stage,Machinery,11/1/2021,1.00,90
299,fundamental_stage,Seamanship,11/1/2021,1.00,87
323,fundamental_stage,Seamanship,11/1/2021,1.00,89
340,fundamental_stage,Seamanship,11/1/2021,1.00,84
529,fundamental_stage,Electronics,11/1/2021,1.00,90
555,fundamental_stage,Seamanship,11/1/2021,1.00,85
668,fundamental_stage,Seamanship,11/1/2021,1.00,81
701,fundamental_stage,Seamanship,11/1/2021,1.00,70
730,fundamental_stage,Machinery,11/1/2021,1.00,86
782,fundamental_stage,Seamanship,11/1/2021,1.00,93
876,fundamental_stage,Seamanship,11/1/2021,1.00,90
1283,fundamental_stage,Seamanship,11/1/2021,1.00,83
3222,fundamental_stage,Seamanship,11/1/2021,1.00,86
3269,fundamental_stage,Seamanship,11/1/2021,1.00,85
3287,fundamental_stage,Seamanship,11/1/2021,1.00,98
3382,fundamental_stage,Seamanship,11/1/2021,1.00,80
3466,fundamental_stage,Seamanship,11/1/2021,0.00,0
3518,fundamental_stage,Machinery,11/1/2021,1.00,90
3546,fundamental_stage,Seamanship,11/1/2021,1.00,84
3610,fundamental_stage,Seamanship,11/1/2021,1.00,85
3685,fundamental_stage,Electronics,11/1/2021,1.00,90
3695,fundamental_stage,Seamanship,11/1/2021,1.00,70
3778,fundamental_stage,Seamanship,11/1/2021,1.00,87
3788,fundamental_stage,Seamanship,11/1/2021,1.00,93
3801,fundamental_stage,Electronics,11/1/2021,1.00,90
3819,fundamental_stage,Seamanship,11/1/2021,1.00,88
3835,fundamental_stage,Machinery,11/1/2021,0.00,0
3898,fundamental_stage,Seamanship,11/1/2021,1.00,83
623,fundamental_stage,Electronics,11/1/2021,0.00,0
649,fundamental_stage,Electronics,11/1/2021,0.00,0
657,fundamental_stage,Seamanship,11/1/2021,0.00,0
813,fundamental_stage,Machinery,11/1/2021,0.00,0
823,fundamental_stage,Seamanship,11/1/2021,0.00,0
1238,fundamental_stage,Seamanship,11/1/2021,0.00,0
3246,fundamental_stage,Machinery,11/1/2021,1.00,88
3340,fundamental_stage,Electronics,11/1/2021,0.00,0
3490,fundamental_stage,Machinery,11/1/2021,1.00,90
3617,fundamental_stage,Machinery,11/1/2021,0.00,0
3633,fundamental_stage,Seamanship,11/1/2021,0.00,0
3725,fundamental_stage,Seamanship,11/1/2021,0.00,0
3727,fundamental_stage,Seamanship,11/1/2021,0.00,0
3816,fundamental_stage,Seamanship,11/1/2021,0.00,0
105,seamanship_command_substage,Seamanship,11/4/2021,1.00,80
206,seamanship_command_substage,Electronics,11/4/2021,1.00,89
284,seamanship_command_substage,Seamanship,11/4/2021,1.00,90
295,seamanship_command_substage,Machinery,11/4/2021,1.00,96
378,seamanship_command_substage,Seamanship,11/4/2021,1.00,87
405,seamanship_command_substage,Machinery,11/4/2021,1.00,68
409,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
432,seamanship_command_substage,Seamanship,11/4/2021,1.00,91
469,seamanship_command_substage,Seamanship,11/4/2021,1.00,92
534,seamanship_command_substage,Electronics,11/4/2021,1.00,88
662,seamanship_command_substage,Seamanship,11/4/2021,1.00,90
736,seamanship_command_substage,Seamanship,11/4/2021,1.00,87
763,seamanship_command_substage,Seamanship,11/4/2021,1.00,86
795,seamanship_command_substage,Seamanship,11/4/2021,1.00,91
802,seamanship_command_substage,Electronics,11/4/2021,1.00,88
870,seamanship_command_substage,Electronics,11/4/2021,1.00,85
889,seamanship_command_substage,Seamanship,11/4/2021,1.00,82
892,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
893,seamanship_command_substage,Machinery,11/4/2021,1.00,86
1211,seamanship_command_substage,Seamanship,11/4/2021,1.00,82
1227,seamanship_command_substage,Machinery,11/4/2021,1.00,80
1246,seamanship_command_substage,Seamanship,11/4/2021,1.00,85
1261,seamanship_command_substage,Seamanship,11/4/2021,1.00,75
1315,seamanship_command_substage,Seamanship,11/4/2021,1.00,88
1339,seamanship_command_substage,Electronics,11/4/2021,1.00,90
1346,seamanship_command_substage,Seamanship,11/4/2021,1.00,90
1350,seamanship_command_substage,Machinery,11/4/2021,1.00,93
1508,seamanship_command_substage,Seamanship,11/4/2021,1.00,88
1521,seamanship_command_substage,Seamanship,11/4/2021,1.00,89
1564,seamanship_command_substage,Seamanship,11/4/2021,1.00,87
1752,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
3247,seamanship_command_substage,Seamanship,11/4/2021,1.00,85
3304,seamanship_command_substage,Electronics,11/4/2021,1.00,90
3410,seamanship_command_substage,Seamanship,11/4/2021,1.00,90
3430,seamanship_command_substage,Machinery,11/4/2021,1.00,92
3638,seamanship_command_substage,Electronics,11/4/2021,1.00,70
3693,seamanship_command_substage,Electronics,11/4/2021,0.00,0
3699,seamanship_command_substage,Electronics,11/4/2021,1.00,85
3726,seamanship_command_substage,Machinery,11/4/2021,1.00,81
3729,seamanship_command_substage,Seamanship,11/4/2021,1.00,81
3807,seamanship_command_substage,Seamanship,11/4/2021,1.00,94
3840,seamanship_command_substage,Seamanship,11/4/2021,1.00,85
3865,seamanship_command_substage,Seamanship,11/4/2021,1.00,95
3882,seamanship_command_substage,Machinery,11/4/2021,1.00,87
3894,seamanship_command_substage,Seamanship,11/4/2021,1.00,94
102,seamanship_command_substage,Machinery,11/4/2021,0.00,0
116,seamanship_command_substage,Electronics,11/4/2021,0.00,0
151,seamanship_command_substage,Machinery,11/4/2021,1.00,86
236,seamanship_command_substage,Seamanship,11/4/2021,1.00,89
361,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
370,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
402,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
417,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
454,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
482,seamanship_command_substage,Electronics,11/4/2021,0.00,0
485,seamanship_command_substage,Electronics,11/4/2021,1.00,67
647,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
776,seamanship_command_substage,Seamanship,11/4/2021,1.00,74
783,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
812,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
826,seamanship_command_substage,Seamanship,11/4/2021,1.00,90
827,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
837,seamanship_command_substage,Electronics,11/4/2021,0.00,0
859,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
865,seamanship_command_substage,Machinery,11/4/2021,0.00,0
923,seamanship_command_substage,Seamanship,11/4/2021,1.00,80
964,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
1002,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
1013,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
1174,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
1231,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
1403,seamanship_command_substage,Electronics,11/4/2021,0.00,0
1405,seamanship_command_substage,Electronics,11/4/2021,1.00,79
1442,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
1448,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
1457,seamanship_command_substage,Seamanship,11/4/2021,1.00,90
1553,seamanship_command_substage,Electronics,11/4/2021,0.00,0
1723,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
1733,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
3278,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
3399,seamanship_command_substage,Seamanship,11/4/2021,1.00,90
3574,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
3669,seamanship_command_substage,Machinery,11/4/2021,0.00,0
3674,seamanship_command_substage,Machinery,11/4/2021,1.00,82
3677,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
3724,seamanship_command_substage,Seamanship,11/4/2021,1.00,89
3738,seamanship_command_substage,Seamanship,11/4/2021,0.00,0
3904,seamanship_command_substage,Seamanship,11/4/2021,1.00,80
3521,seamanship_command_substage,Seamanship,1/31/2022,1.00,81
105,fundamental_stage,Seamanship,5/1/2022,1.00,90
206,fundamental_stage,Electronics,5/1/2022,1.00,85
284,fundamental_stage,Seamanship,5/1/2022,1.00,92
295,fundamental_stage,Machinery,5/1/2022,1.00,95
378,fundamental_stage,Seamanship,5/1/2022,1.00,96
405,fundamental_stage,Machinery,5/1/2022,1.00,88
432,fundamental_stage,Seamanship,5/1/2022,1.00,97
469,fundamental_stage,Seamanship,5/1/2022,1.00,97
534,fundamental_stage,Electronics,5/1/2022,1.00,82
662,fundamental_stage,Seamanship,5/1/2022,1.00,97
736,fundamental_stage,Seamanship,5/1/2022,1.00,92
763,fundamental_stage,Seamanship,5/1/2022,1.00,96
795,fundamental_stage,Seamanship,5/1/2022,1.00,85
802,fundamental_stage,Electronics,5/1/2022,1.00,92
870,fundamental_stage,Electronics,5/1/2022,1.00,94
889,fundamental_stage,Seamanship,5/1/2022,1.00,89
893,fundamental_stage,Machinery,5/1/2022,1.00,90
1211,fundamental_stage,Seamanship,5/1/2022,1.00,90
1227,fundamental_stage,Machinery,5/1/2022,1.00,75
1246,fundamental_stage,Seamanship,5/1/2022,0.00,0
1261,fundamental_stage,Seamanship,5/1/2022,0.00,0
1315,fundamental_stage,Seamanship,5/1/2022,1.00,95
1339,fundamental_stage,Electronics,5/1/2022,1.00,89
1346,fundamental_stage,Seamanship,5/1/2022,1.00,97
1350,fundamental_stage,Machinery,5/1/2022,1.00,92
1508,fundamental_stage,Seamanship,5/1/2022,1.00,98
1521,fundamental_stage,Seamanship,5/1/2022,1.00,98
1564,fundamental_stage,Seamanship,5/1/2022,1.00,98
3247,fundamental_stage,Seamanship,5/1/2022,1.00,94
3304,fundamental_stage,Seamanship,5/1/2022,1.00,88
3410,fundamental_stage,Seamanship,5/1/2022,1.00,95
3430,fundamental_stage,Machinery,5/1/2022,1.00,84
3466,fundamental_stage,Seamanship,5/1/2022,1.00,98
3521,fundamental_stage,Seamanship,5/1/2022,0.00,0
3638,fundamental_stage,Electronics,5/1/2022,0.00,0
3699,fundamental_stage,Electronics,5/1/2022,1.00,88
3726,fundamental_stage,Machinery,5/1/2022,1.00,85
3729,fundamental_stage,Seamanship,5/1/2022,1.00,94
3807,fundamental_stage,Seamanship,5/1/2022,1.00,82
3840,fundamental_stage,Seamanship,5/1/2022,1.00,91
3865,fundamental_stage,Seamanship,5/1/2022,1.00,87
3882,fundamental_stage,Machinery,5/1/2022,1.00,95
3894,fundamental_stage,Seamanship,5/1/2022,1.00,95
151,fundamental_stage,Machinery,5/1/2022,0.00,0
236,fundamental_stage,Seamanship,5/1/2022,0.00,0
485,fundamental_stage,Electronics,5/1/2022,0.00,0
776,fundamental_stage,Seamanship,5/1/2022,0.00,0
826,fundamental_stage,Seamanship,5/1/2022,0.00,0
923,fundamental_stage,Seamanship,5/1/2022,0.00,0
1405,fundamental_stage,Electronics,5/1/2022,0.00,0
1457,fundamental_stage,Seamanship,5/1/2022,0.00,0
3399,fundamental_stage,Seamanship,5/1/2022,0.00,0
3674,fundamental_stage,Machinery,5/1/2022,0.00,0
3724,fundamental_stage,Seamanship,5/1/2022,0.00,0
3904,fundamental_stage,Seamanship,5/1/2022,1.00,82
409,seamanship_command_substage,Seamanship,5/8/2022,1.00,80
557,seamanship_command_substage,Seamanship,5/8/2022,1.00,85
858,seamanship_command_substage,Seamanship,5/8/2022,1.00,89
897,seamanship_command_substage,Seamanship,5/8/2022,0.00,0
903,seamanship_command_substage,Machinery,5/8/2022,1.00,82
1032,seamanship_command_substage,Seamanship,5/8/2022,1.00,91
1096,seamanship_command_substage,Seamanship,5/8/2022,1.00,89
1106,seamanship_command_substage,Seamanship,5/8/2022,1.00,78
1242,seamanship_command_substage,Machinery,5/8/2022,1.00,78
1273,seamanship_command_substage,Seamanship,5/8/2022,1.00,92
1285,seamanship_command_substage,Seamanship,5/8/2022,1.00,88
1355,seamanship_command_substage,Seamanship,5/8/2022,1.00,85
1430,seamanship_command_substage,Machinery,5/8/2022,1.00,81
1461,seamanship_command_substage,Seamanship,5/8/2022,1.00,80
1487,seamanship_command_substage,Seamanship,5/8/2022,1.00,82
1514,seamanship_command_substage,Seamanship,5/8/2022,1.00,82
1551,seamanship_command_substage,Electronics,5/8/2022,1.00,87
1616,seamanship_command_substage,Seamanship,5/8/2022,1.00,83
1628,seamanship_command_substage,Machinery,5/8/2022,1.00,85
1633,seamanship_command_substage,Seamanship,5/8/2022,1.00,82
1683,seamanship_command_substage,Machinery,5/8/2022,1.00,94
1709,seamanship_command_substage,Seamanship,5/8/2022,1.00,82
1760,seamanship_command_substage,Seamanship,5/8/2022,0.00,0
1784,seamanship_command_substage,Seamanship,5/8/2022,1.00,81
1788,seamanship_command_substage,Electronics,5/8/2022,0.00,0
1798,seamanship_command_substage,Machinery,5/8/2022,1.00,87
1844,seamanship_command_substage,Seamanship,5/8/2022,1.00,88
1853,seamanship_command_substage,Machinery,5/8/2022,1.00,89
1923,seamanship_command_substage,Seamanship,5/8/2022,1.00,85
1933,seamanship_command_substage,Seamanship,5/8/2022,0.00,0
1989,seamanship_command_substage,Seamanship,5/8/2022,1.00,89
1990,seamanship_command_substage,Seamanship,5/8/2022,1.00,83
2018,seamanship_command_substage,Seamanship,5/8/2022,1.00,86
3231,seamanship_command_substage,Electronics,5/8/2022,1.00,84
3339,seamanship_command_substage,Seamanship,5/8/2022,1.00,82
3491,seamanship_command_substage,Seamanship,5/8/2022,1.00,82
3529,seamanship_command_substage,Seamanship,5/8/2022,1.00,74
3548,seamanship_command_substage,Seamanship,5/8/2022,1.00,85
3641,seamanship_command_substage,Seamanship,5/8/2022,1.00,84
